Row ID;Transcript #;Keep;Eliminate;Kind;Status;Row Start Time;Row End Time;Transcript Token Index;Transcript Token;Reference Token Index;Reference Token;Alignment Type;Alignment Confidence;Timing Source;Source Start Time;Source End Time;Notes
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;1;est;;;ELIMINATED;0.00;groq_word;00:01:10:06;00:01:10:12;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;2;tout;;;ELIMINATED;0.00;groq_word;00:01:10:12;00:01:11:01;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;3;oui;;;ELIMINATED;0.00;groq_word;00:01:11:01;00:01:11:09;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;4;c;;;ELIMINATED;0.00;groq_word;00:01:11:09;00:01:11:12;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;5;est;;;ELIMINATED;0.00;groq_word;00:01:11:09;00:01:11:12;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;6;tout;;;ELIMINATED;0.00;groq_word;00:01:11:12;00:01:11:16;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;7;ce;;;ELIMINATED;0.00;groq_word;00:01:11:16;00:01:11:17;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;8;que;;;ELIMINATED;0.00;groq_word;00:01:11:17;00:01:11:21;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;9;j;;;ELIMINATED;0.00;groq_word;00:01:11:21;00:01:12:00;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;10;avais;;;ELIMINATED;0.00;groq_word;00:01:11:21;00:01:12:00;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;11;a;;;ELIMINATED;0.00;groq_word;00:01:12:00;00:01:12:03;
37;37;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:10:06;00:01:13:02;12;dire;;;ELIMINATED;0.00;groq_word;00:01:12:03;00:01:13:02;
38;38;;x;silence;SILENCE;00:01:13:02;00:01:14:09;;;;;SILENCE;1.00;silence_row;00:01:13:02;00:01:14:09;
39;39;;x;speech;PRE_REPEAT_ELIMINATED;00:01:14:09;00:01:15:18;0;c;;;ELIMINATED;0.00;groq_word;00:01:14:09;00:01:14:15;
39;39;;x;speech;PRE_REPEAT_ELIMINATED;00:01:14:09;00:01:15:18;1;est;;;ELIMINATED;0.00;groq_word;00:01:14:09;00:01:14:15;
39;39;;x;speech;PRE_REPEAT_ELIMINATED;00:01:14:09;00:01:15:18;2;une;;;ELIMINATED;0.00;groq_word;00:01:14:15;00:01:14:18;
39;39;;x;speech;PRE_REPEAT_ELIMINATED;00:01:14:09;00:01:15:18;3;tres;;;ELIMINATED;0.00;groq_word;00:01:14:18;00:01:14:23;
39;39;;x;speech;PRE_REPEAT_ELIMINATED;00:01:14:09;00:01:15:18;4;bonne;;;ELIMINATED;0.00;groq_word;00:01:14:23;00:01:15:01;
39;39;;x;speech;PRE_REPEAT_ELIMINATED;00:01:14:09;00:01:15:18;5;journee;;;ELIMINATED;0.00;groq_word;00:01:15:01;00:01:15:18;
40;40;;x;silence;SILENCE;00:01:15:18;00:01:16:18;;;;;SILENCE;1.00;silence_row;00:01:15:18;00:01:16:18;
41;41;x;;speech;MATCH;00:01:16:18;00:01:17:17;;;0;passe;REF_ONLY;0.00;;;;
41;41;x;;speech;MATCH;00:01:16:18;00:01:17:17;0;une;1;une;MATCH;1.00;groq_word;00:01:17:04;00:01:17:07;
41;41;x;;speech;MATCH;00:01:16:18;00:01:17:17;1;bonne;2;bonne;MATCH;1.00;groq_word;00:01:17:07;00:01:17:11;
41;41;x;;speech;MATCH;00:01:16:18;00:01:17:17;2;journee;3;journee;MATCH;1.00;groq_word;00:01:17:11;00:01:17:17;
42;42;;x;silence;SILENCE;00:01:17:17;00:01:20:06;;;;;SILENCE;1.00;silence_row;00:01:17:17;00:01:20:06;
43;43;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:20:06;00:01:21:03;0;c;;;ELIMINATED;0.00;groq_word;00:01:20:06;00:01:20:10;
43;43;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:20:06;00:01:21:03;1;est;;;ELIMINATED;0.00;groq_word;00:01:20:06;00:01:20:10;
43;43;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:20:06;00:01:21:03;2;une;;;ELIMINATED;0.00;groq_word;00:01:20:10;00:01:20:14;
43;43;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:20:06;00:01:21:03;3;tres;;;ELIMINATED;0.00;groq_word;00:01:20:14;00:01:20:17;
43;43;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:20:06;00:01:21:03;4;bonne;;;ELIMINATED;0.00;groq_word;00:01:20:17;00:01:20:18;
43;43;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:20:06;00:01:21:03;5;journee;;;ELIMINATED;0.00;groq_word;00:01:20:18;00:01:21:03;
44;44;;x;silence;SILENCE;00:01:21:03;00:01:22:14;;;;;SILENCE;1.00;silence_row;00:01:21:03;00:01:22:14;
45;45;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:22:14;00:01:23:18;0;thank;;;ELIMINATED;0.00;groq_word;00:01:22:14;00:01:23:03;
45;45;;x;speech;ELIMINATE_NO_REFERENCE_COVERED;00:01:22:14;00:01:23:18;1;you;;;ELIMINATED;0.00;groq_word;00:01:23:03;00:01:23:18;
